City_ID,City,Latitude,Longitude,Max_Temperature,Humidity,Pressure,Cloudiness,Wind Speed,Country,Date
379,likiep,9.8251,169.3107,82.92,77.0,1010.0,90.0,14.65,MH,1717254638.0
380,savanna-la-mar,18.219,-78.1332,87.93,75.0,1014.0,100.0,2.04,JM,1717254639.0
381,fortaleza,-3.7227,-38.5247,87.93,79.0,1013.0,75.0,14.97,BR,1717254526.0
382,kulia village,,,,,,,,,
383,hadibu,12.65,54.0333,85.28,74.0,1007.0,7.0,5.28,YE,1717254640.0
384,terekeka,,,,,,,,,
385,bom jesus,-9.0744,-44.3586,93.2,29.0,1015.0,2.0,8.63,BR,1717254640.0
386,nova sintra,14.8667,-24.7167,75.04,75.0,1016.0,0.0,17.52,CV,1717254640.0
387,zambezi,-13.5432,23.1047,86.0,19.0,1011.0,92.0,6.58,ZM,1717254641.0
388,novyy urengoy,66.0833,76.6333,28.08,89.0,1004.0,79.0,17.92,RU,1717254641.0
389,correntina,-13.3433,-44.6367,84.43,36.0,1018.0,0.0,10.96,BR,1717254641.0
390,ingeniero jacobacci,-41.3427,-69.5448,38.46,54.0,1015.0,0.0,22.12,AR,1717254641.0
391,arteche,12.2645,125.4048,81.34,86.0,1011.0,100.0,4.65,PH,1717254642.0
392,pasuquin,18.3328,120.6177,83.98,80.0,1012.0,19.0,5.39,PH,1717254642.0
393,lorengau,-2.0226,147.2712,81.68,78.0,1010.0,42.0,3.22,PG,1717254642.0
394,cannonvale,-20.2833,148.7,70.99,91.0,1016.0,75.0,5.03,AU,1717254642.0
395,smithers,54.7804,-127.1743,48.61,75.0,1010.0,86.0,2.04,CA,1717254643.0
396,happy valley-goose bay,53.3168,-60.3315,61.84,36.0,1020.0,0.0,3.36,CA,1717254643.0
397,christchurch,-43.5333,172.6333,49.32,79.0,1030.0,100.0,4.61,NZ,1717254643.0
398,holualoa,19.6228,-155.9522,71.44,88.0,1019.0,100.0,6.91,US,1717254644.0
399,victoria,22.2855,114.1577,79.25,93.0,1011.0,100.0,15.99,HK,1717254466.0
400,galliano,29.4422,-90.2992,89.01,70.0,1017.0,40.0,10.36,US,1717254555.0
401,nevada,39.2502,-116.7512,59.58,22.0,1009.0,5.0,0.69,US,1717254644.0
402,mount isa,-20.7333,139.5,53.37,66.0,1022.0,0.0,9.22,AU,1717254645.0
403,gadzhiyevo,69.2551,33.3362,44.19,92.0,1018.0,100.0,8.7,RU,1717254645.0
404,nuku'alofa,-21.1333,-175.2,74.28,67.0,1020.0,47.0,22.19,TO,1717254645.0
405,baganga,7.5739,126.56,79.41,88.0,1012.0,45.0,3.11,PH,1717254646.0
406,castillos,-34.1667,-53.8333,56.52,86.0,1016.0,100.0,7.47,UY,1717254646.0
407,cestos city,5.46,-9.5828,83.14,76.0,1013.0,51.0,8.88,LR,1717254646.0
408,chililabombwe,-12.3648,27.8229,77.85,43.0,1013.0,54.0,3.13,ZM,1717254646.0
409,hengyang,26.8881,112.615,69.91,91.0,1011.0,100.0,7.54,CN,1717254647.0
410,enewetak,11.3474,162.3373,81.99,81.0,1010.0,99.0,13.53,MH,1717254647.0
411,alaghsas,17.0187,8.0168,106.29,15.0,1008.0,4.0,10.2,NE,1717254567.0
412,el daein,,,,,,,,,
413,fiuggi,41.7986,13.2203,76.24,65.0,1015.0,7.0,5.5,IT,1717254648.0
414,saidpur,25.7777,88.8917,83.95,79.0,1003.0,37.0,8.3,BD,1717254648.0
415,yuzhno-kurilsk,44.0306,145.8556,43.38,76.0,1014.0,0.0,4.43,RU,1717254648.0
416,haiku-pauwela,20.9219,-156.3051,72.05,86.0,1017.0,40.0,13.8,US,1717254648.0
417,fomboni,-12.28,43.7425,81.21,75.0,1015.0,25.0,9.62,KM,1717254649.0
418,as sulayyil,20.4607,45.5779,109.65,5.0,1004.0,80.0,14.94,SA,1717254649.0
419,kruisfontein,-34.0033,24.7314,56.88,93.0,1022.0,100.0,18.66,ZA,1717254649.0
420,queenstown,-31.8976,26.8753,54.0,80.0,1018.0,94.0,5.35,ZA,1717254650.0
421,harstad,68.799,16.5293,54.79,97.0,1018.0,99.0,3.0,NO,1717254650.0
422,shahrak,34.1074,64.3052,64.47,21.0,1015.0,0.0,5.75,AF,1717254650.0
423,vorkuta,67.5,64.0,30.11,95.0,1014.0,100.0,15.99,RU,1717254650.0
424,mammoth lakes,37.6485,-118.9721,55.35,38.0,1010.0,0.0,4.0,US,1717254351.0
425,archangelos,36.2149,28.1149,82.38,52.0,1018.0,0.0,5.77,GR,1717254651.0
426,san rafael del sur,11.8485,-86.4384,83.01,69.0,1011.0,100.0,9.06,NI,1717254651.0
427,hauterive,46.0901,3.4459,64.76,69.0,1018.0,86.0,10.09,FR,1717254651.0
428,kolonia town,6.964,158.206,77.0,100.0,1011.0,75.0,0.0,FM,1717254652.0
429,banda aceh,5.5577,95.3222,83.86,64.0,1012.0,100.0,6.62,ID,1717254456.0
430,yarmouth,41.7057,-70.2286,76.14,63.0,1019.0,0.0,9.22,US,1717254652.0
431,itanhaem,-24.1831,-46.7889,73.18,58.0,1024.0,4.0,5.48,BR,1717254652.0
432,constitucion,-35.3333,-72.4167,59.25,76.0,1020.0,63.0,7.47,CL,1717254617.0
433,tahe,52.3333,124.7333,58.77,55.0,1011.0,17.0,3.74,CN,1717254653.0
434,alberton,46.8168,-64.0654,50.13,77.0,1019.0,99.0,18.7,CA,1717254653.0
435,coronel dorrego,-38.7187,-61.2873,58.91,47.0,1011.0,31.0,18.32,AR,1717254653.0
436,vilyuchinsk,52.9306,158.4028,42.93,89.0,1014.0,96.0,3.0,RU,1717254654.0
437,fuvahmulah,,,,,,,,,
438,kushnarenkovo,55.105,55.3508,66.36,71.0,1020.0,100.0,4.27,RU,1717254654.0
439,tofol,5.3248,163.0078,83.32,78.0,1009.0,97.0,10.78,FM,1717254654.0
440,sai kung,22.3822,114.2728,79.11,94.0,1007.0,100.0,7.0,CN,1717254655.0
441,alzamay,55.5562,98.6644,41.74,75.0,1024.0,29.0,3.78,RU,1717254655.0
442,pimentel,-6.8367,-79.9342,64.69,82.0,1013.0,100.0,1.14,PE,1717254655.0
443,fort bragg,35.139,-79.006,77.68,44.0,1025.0,0.0,5.75,US,1717254655.0
444,cabo san lucas,22.8909,-109.9124,82.62,58.0,1007.0,20.0,4.61,MX,1717254656.0
445,strezhevoy,60.7333,77.5889,43.97,57.0,1015.0,55.0,8.99,RU,1717254656.0
446,enshi,30.3,109.4833,69.39,74.0,1014.0,100.0,2.24,CN,1717254656.0
447,mhamid,29.82,-5.72,103.53,6.0,1002.0,8.0,9.84,MA,1717254657.0
448,chandler,33.3062,-111.8412,89.92,16.0,1009.0,0.0,8.05,US,1717254657.0
449,ola,59.5833,151.2833,42.13,83.0,1018.0,68.0,6.02,RU,1717254657.0
450,imbituba,-28.24,-48.6703,69.85,64.0,1022.0,70.0,13.49,BR,1717254569.0
451,zangguy,,,,,,,,,
452,urzhar,47.093,81.6294,60.62,69.0,1017.0,85.0,4.63,KZ,1717254658.0
453,talent,42.2457,-122.7887,58.77,62.0,1016.0,0.0,0.0,US,1717254658.0
454,jiangyou,31.7667,104.7167,69.73,72.0,1013.0,100.0,2.1,CN,1717254571.0
455,anar darah,32.7587,61.654,88.29,8.0,1006.0,0.0,28.12,AF,1717254659.0
456,yabelo,4.8833,38.0833,68.38,69.0,1013.0,86.0,3.49,ET,1717254659.0
457,macara,-4.3833,-79.95,83.46,49.0,1012.0,41.0,2.68,EC,1717254660.0
458,lodwar,3.1191,35.5973,94.59,31.0,1009.0,36.0,8.03,KE,1717254660.0
459,ghormach,35.7306,63.7826,84.7,12.0,1010.0,0.0,8.5,AF,1717254660.0
460,sutysky,49.0425,28.4173,79.29,57.0,1012.0,51.0,5.06,UA,1717254660.0
461,malabar,-33.9667,151.25,55.11,90.0,1017.0,75.0,25.32,AU,1717254661.0
462,yarrawonga,-36.0167,146.0,44.51,76.0,1024.0,5.0,6.76,AU,1717254661.0
463,borba,-4.3878,-59.5939,86.83,70.0,1014.0,8.0,0.56,BR,1717254661.0
464,piti village,13.4626,144.6933,81.48,83.0,1011.0,0.0,3.44,GU,1717254661.0
465,nago,26.5881,127.9761,72.45,92.0,1011.0,100.0,7.07,JP,1717254662.0
466,uyuni,-20.4597,-66.825,45.95,13.0,1024.0,72.0,10.89,BO,1717254662.0
467,acoua,-12.7239,45.0582,82.31,78.0,1015.0,78.0,4.94,YT,1717254662.0
468,windermere,54.3809,-2.9071,64.38,67.0,1028.0,79.0,5.17,GB,1717254635.0
469,mayya,61.7333,130.2811,58.32,42.0,1019.0,41.0,7.09,RU,1717254663.0
470,borogontsy,62.6683,131.1683,49.86,43.0,1020.0,55.0,6.76,RU,1717254663.0
471,radomir,42.5444,22.9578,80.04,61.0,1015.0,58.0,8.99,BG,1717254663.0
472,jwaneng,-24.6004,24.7303,75.6,18.0,1011.0,4.0,10.47,BW,1717254663.0
473,forest,37.3638,-79.2897,75.29,47.0,1024.0,0.0,3.44,US,1717254645.0
474,bel ombre,-4.6167,55.4167,84.04,74.0,1010.0,20.0,4.61,SC,1717254664.0
475,ahau,,,,,,,,,
476,kirensk,57.7853,108.1119,56.97,52.0,1019.0,94.0,5.01,RU,1717254665.0
477,tamanrasset,22.785,5.5228,98.51,8.0,1019.0,40.0,4.61,DZ,1717254665.0
478,la sarre,48.8002,-79.1996,66.47,55.0,1017.0,100.0,8.95,CA,1717254665.0
479,east london,-33.0153,27.9116,61.74,100.0,1019.0,75.0,2.3,ZA,1717254665.0
480,touros,-5.1989,-35.4608,85.19,67.0,1014.0,40.0,15.79,BR,1717254666.0
481,riachao das neves,-11.7461,-44.91,88.92,30.0,1017.0,0.0,9.66,BR,1717254666.0
482,vila franca do campo,37.7167,-25.4333,68.41,99.0,1017.0,53.0,9.17,PT,1717254549.0
483,koksan,38.7819,126.6664,51.26,87.0,1011.0,9.0,4.03,KP,1717254666.0
484,longido,-2.7333,36.6833,75.72,50.0,1014.0,20.0,10.6,TZ,1717254667.0
485,lyantor,61.6195,72.1555,49.75,49.0,1012.0,58.0,12.82,RU,1717254667.0
486,dunedin,-45.8742,170.5036,46.8,66.0,1020.0,1.0,11.01,NZ,1717254667.0
487,cavelossim,15.1726,73.9419,85.48,81.0,1007.0,37.0,9.06,IN,1717254667.0
488,wagar,16.1525,36.2032,107.98,9.0,1004.0,89.0,15.68,SD,1717254668.0
489,muisne,0.6,-80.0333,79.38,86.0,1011.0,100.0,8.1,EC,1717254668.0
490,callao,-12.0667,-77.15,69.42,82.0,1013.0,100.0,5.75,PE,1717254610.0
491,desaguadero,-16.5656,-69.0417,49.71,23.0,1021.0,30.0,1.92,PE,1717254668.0
492,coahuayana de hidalgo,18.7,-103.6583,85.95,52.0,1012.0,28.0,3.11,MX,1717254669.0
493,hailey,43.5196,-114.3153,56.8,48.0,1013.0,0.0,11.5,US,1717254669.0
494,hede,33.7681,120.2517,65.61,56.0,1015.0,100.0,6.26,CN,1717254669.0
495,peterhead,57.5058,-1.7981,64.45,81.0,1029.0,78.0,14.2,GB,1717254546.0
496,vila velha,-20.3297,-40.2925,73.35,83.0,1024.0,40.0,3.44,BR,1717254384.0
497,sarmiento,-45.5882,-69.07,41.65,56.0,1011.0,43.0,12.53,AR,1717254670.0
498,nikolayevsk-on-amure,53.1406,140.73,46.22,85.0,1007.0,95.0,7.0,RU,1717254670.0
499,roswell,34.0232,-84.3616,72.59,66.0,1022.0,75.0,16.11,US,1717254471.0
500,uzice,43.8586,19.8488,71.96,59.0,1014.0,95.0,13.58,RS,1717254671.0
501,pandan,14.0453,124.1694,81.75,85.0,1011.0,80.0,5.57,PH,1717254671.0
502,berezovo,63.9381,65.0419,42.49,62.0,1016.0,6.0,12.62,RU,1717254671.0
503,dompu,-8.5356,118.4622,75.51,95.0,1013.0,12.0,1.79,ID,1717254672.0
504,salekhard,66.53,66.6019,34.39,81.0,1012.0,69.0,8.01,RU,1717254672.0
505,micheweni,-4.9667,39.8333,80.1,81.0,1014.0,8.0,12.21,TZ,1717254672.0
506,jiuquan,39.7432,98.5174,66.25,25.0,1013.0,100.0,7.23,CN,1717254672.0
507,saint-felicien,48.6501,-72.4491,68.5,47.0,1018.0,22.0,6.53,CA,1717254673.0
508,deir ez-zor,35.3359,40.1408,92.19,17.0,1012.0,0.0,16.17,SY,1717254673.0
509,nadym,65.5333,72.5167,31.96,86.0,1009.0,99.0,19.89,RU,1717254416.0
510,mana,5.6592,-53.7767,81.88,82.0,1014.0,100.0,3.15,GF,1717254673.0
511,flin flon,54.7682,-101.865,44.44,65.0,999.0,75.0,12.66,CA,1717254674.0
512,saint-pierre,-21.3393,55.4781,74.88,64.0,1019.0,0.0,14.97,RE,1717254674.0
513,gustavia,17.8962,-62.8498,89.19,79.0,1016.0,74.0,13.4,BL,1717254431.0
514,khilok,51.3674,110.4676,48.47,86.0,1019.0,100.0,1.95,RU,1717254675.0
515,sishilichengzi,,,,,,,,,
516,hilo,19.7297,-155.09,70.25,98.0,1018.0,40.0,1.99,US,1717254675.0
517,roslavl',53.9528,32.8639,75.92,54.0,1015.0,96.0,2.73,RU,1717254413.0
518,fort st. john,56.2499,-120.8529,48.88,56.0,1008.0,98.0,1.79,CA,1717254676.0
519,faya-largeau,17.9257,19.1043,114.17,6.0,1006.0,18.0,11.63,TD,1717254676.0
520,mejit,10.2753,170.8646,82.18,82.0,1010.0,80.0,16.98,MH,1717254676.0
521,nizhnevartovsk,60.9344,76.5531,46.42,53.0,1014.0,0.0,8.95,RU,1717254677.0
522,santa ana,33.7456,-117.8678,62.89,87.0,1015.0,100.0,0.0,US,1717254677.0
523,dalandzadgad,43.5708,104.425,69.73,21.0,1013.0,100.0,9.78,MN,1717254488.0
524,laukaa,58.7372,29.8453,68.63,67.0,1015.0,72.0,11.41,RU,1717254677.0
525,arkhangel'sk,64.5401,40.5433,80.71,34.0,1017.0,40.0,6.71,RU,1717254390.0
526,tymovskoye,50.8456,142.655,48.52,74.0,1009.0,100.0,5.93,RU,1717254678.0
527,serang,-6.1149,106.1502,80.67,84.0,1013.0,100.0,2.46,ID,1717254678.0
528,san patricio,28.017,-97.5169,87.75,63.0,1013.0,28.0,9.26,US,1717254679.0
529,carbonear,47.7332,-53.2148,50.59,97.0,1014.0,100.0,9.1,CA,1717254679.0
530,sodankyla,67.4167,26.6,75.18,43.0,1014.0,82.0,7.27,FI,1717254679.0
531,nushki,29.5542,66.0215,90.46,6.0,1004.0,0.0,4.5,PK,1717254680.0
532,kapa'a,22.0752,-159.319,73.72,87.0,1019.0,75.0,16.11,US,1717254680.0
533,mangai,-4.05,19.5333,84.74,59.0,1010.0,100.0,2.89,CD,1717254680.0
534,murzuq,25.9155,13.9184,111.04,5.0,1005.0,43.0,16.08,LY,1717254680.0
535,geraldton,-28.7667,114.6,68.41,60.0,1010.0,100.0,21.85,AU,1717254681.0
536,beau vallon,-20.4189,57.6953,75.43,73.0,1020.0,40.0,11.5,MU,1717254681.0
537,bohodukhiv,50.1647,35.5276,72.99,58.0,1017.0,97.0,2.73,UA,1717254681.0
538,dazhong,33.1997,120.4578,63.57,66.0,1015.0,100.0,5.35,CN,1717254682.0
539,kangding,30.0513,101.9603,53.74,99.0,1017.0,95.0,4.61,CN,1717254682.0
540,khandyga,62.6667,135.6,44.98,40.0,1023.0,0.0,2.3,RU,1717254682.0
541,devinuwara,,,,,,,,,
542,cargados carajos,,,,,,,,,
543,choyr,46.3611,108.3611,62.73,34.0,1015.0,0.0,9.01,MN,1717254683.0
544,latakia,35.5148,35.7768,77.18,71.0,1017.0,0.0,3.15,SY,1717254683.0
545,san juan de miraflores,-12.1629,-76.9635,67.87,82.0,984.0,62.0,4.74,PE,1717254684.0
546,ijuw,,,,,,,,,
547,lubango,-14.9172,13.4925,68.14,20.0,1015.0,0.0,11.01,AO,1717254684.0
548,midleton,51.9153,-8.1805,69.58,66.0,1030.0,17.0,3.6,IE,1717254684.0
549,colonia general alfredo stroessner,-25.3667,-55.7,72.1,40.0,1019.0,78.0,8.63,PY,1717254685.0
550,al bawiti,28.3492,28.8659,101.01,11.0,1013.0,0.0,10.33,EG,1717254685.0
551,igrim,63.1906,64.4162,51.35,40.0,1015.0,3.0,9.82,RU,1717254685.0
552,mahajanga,-15.7167,46.3167,84.51,57.0,1015.0,97.0,11.3,MG,1717254435.0
553,roma,43.2128,-75.4557,72.95,43.0,1027.0,4.0,1.99,US,1717254686.0
554,okhotsk,59.3833,143.3,37.58,94.0,1019.0,100.0,9.55,RU,1717254686.0
555,gemena,3.25,19.7667,91.69,45.0,1008.0,96.0,2.08,CD,1717254686.0
556,whangarei,-35.7317,174.3239,49.71,87.0,1029.0,100.0,3.24,NZ,1717254687.0
557,kudahuvadhoo,2.6708,72.8944,83.62,84.0,1010.0,32.0,14.92,MV,1717254687.0
558,taltal,-25.4,-70.4833,68.41,62.0,1014.0,16.0,5.55,CL,1717254687.0
559,luchegorsk,46.4764,134.2569,52.59,93.0,1011.0,36.0,1.28,RU,1717254687.0
560,trujillo,-8.116,-79.03,60.76,94.0,1013.0,100.0,4.61,PE,1717254469.0
561,laem sing,12.4816,102.0738,81.82,81.0,1012.0,100.0,10.0,TH,1717254688.0
562,myskhako,44.6714,37.7433,73.18,59.0,1020.0,0.0,5.06,RU,1717254688.0
563,demba,-5.51,22.2667,83.16,58.0,1010.0,91.0,2.75,CD,1717254689.0
564,mossel bay,-34.1831,22.146,57.13,90.0,1020.0,99.0,30.04,ZA,1717254689.0
565,camarinas,43.1311,-9.1817,65.93,69.0,1018.0,4.0,30.58,ES,1717254689.0
566,minas de marcona,-15.2119,-75.1103,60.08,65.0,1013.0,29.0,12.3,PE,1717254689.0
567,toamasina,-18.1667,49.3833,73.35,85.0,1020.0,69.0,4.05,MG,1717254436.0
568,santa rita,-7.1139,-34.9781,86.67,70.0,1015.0,75.0,13.8,BR,1717254690.0
